County,State,Administered_Dose_Count,Death Per 100k,Avg Temp (F),Max Temp (F),Min Temp (F),Population Estimate,Administered Dose Per 100k,65 plus per 100k,5 Under per 100k
Colfax County,New Mexico,9143.0,4063.6474908200735,47.9,62.6,33.1,12255.0,74606.2831497348,29424.724602203183,3884.1289269685844
Colleton County,South Carolina,22538.0,5407.21304728096,66.2,76.8,55.6,38874.0,57977.05407213047,20764.521273859136,5993.723311210578
Collier County,Florida,333886.0,3782.246296158888,77.2,87.2,67.3,404310.0,82581.68237243699,34356.31075165096,4105.513096386436
Collin County,Texas,828329.0,2141.281405837075,67.0,77.4,56.5,1195359.0,69295.41669071802,11906.046635362263,5705.900905083745
Collingsworth County,Texas,1219.0,4564.962934061647,62.7,76.6,48.8,2563.0,47561.45142411237,19352.321498244248,6515.801794771752
Colorado County,Texas,12573.0,3973.102239901501,73.2,83.1,63.2,21117.0,59539.70734479329,23303.499550125493,6535.0191788606335
Colquitt County,Georgia,21744.0,4403.578313513982,67.4,78.6,56.1,46167.0,47098.576905581904,16345.008339289969,6703.922715359456
Columbia County,Arkansas,14777.0,4203.160270880361,65.0,76.2,53.9,22150.0,66713.31828442439,18126.410835214447,5796.839729119639
Columbia County,Florida,36330.0,5844.271382231773,69.8,81.9,57.6,73063.0,49724.21061275885,20664.35815665932,5372.076153456605
Columbia County,Georgia,98685.0,1552.4152044659184,65.0,76.3,53.6,165162.0,59750.426853634606,15522.33564621402,5856.06858720529
Columbia County,New York,53937.0,3911.030262940301,51.2,61.0,41.4,60470.0,89196.29568381015,27370.596990243095,3691.0864891681827
Columbia County,Oregon,37996.0,2067.5575352635483,51.9,61.1,42.7,53880.0,70519.67334818114,20898.292501855976,4845.953971789161
Columbia County,Pennsylvania,49607.0,2995.1557939455065,51.3,61.3,41.3,65439.0,75806.47626033405,20518.345329237916,4298.65982059628
Columbia County,Washington,2142.0,4342.4623735504565,49.0,59.1,38.9,4053.0,52849.74093264249,29114.236368122376,4416.481618554157
Columbia County,Wisconsin,42490.0,3155.394123013892,49.2,59.0,39.3,58091.0,73143.860494741,20299.185760272674,5098.896558847326
Columbiana County,Ohio,56086.0,4187.378970274101,51.6,61.7,41.6,100182.0,55984.10892176239,22614.840989399294,4965.961949252361
Columbus County,North Carolina,33391.0,5101.65399732647,64.1,75.0,53.1,50121.0,66620.77771792263,21194.708804692644,5586.480716665669
Colusa County,California,15127.0,2114.625402731769,61.7,74.4,49.1,22037.0,68643.64477923492,15968.59826655171,6434.632663248173
Comal County,Texas,116152.0,2885.0913741182294,70.9,82.4,59.4,193928.0,59894.39379563549,18751.80479353162,5226.1664122767215
Comanche County,Kansas,870.0,4833.836858006042,58.4,72.1,44.8,1655.0,52567.9758308157,25981.87311178248,5015.105740181269
Comanche County,Oklahoma,96101.0,3546.8109957721226,63.7,76.0,51.3,121574.0,79047.32919867735,14188.066527382502,6337.703785348842
Comanche County,Texas,7175.0,4192.170818505338,68.4,80.3,56.4,14050.0,51067.615658362985,23423.487544483985,6049.82206405694
Concho County,Texas,1766.0,3639.672429481346,68.3,81.4,55.3,3297.0,53563.845920533815,21807.70397330907,3579.0112223233245
Concordia Parish,Louisiana,10775.0,4093.170511080959,69.0,80.6,57.5,17688.0,60917.00587969244,20081.411126187246,5291.723202170963
Conecuh County,Alabama,7164.0,4277.787721496331,67.5,79.7,55.3,11174.0,64113.119742258816,25228.20834079112,5664.936459638447
Conejos County,Colorado,4601.0,3962.239063954261,40.9,55.1,26.6,7521.0,61175.375614944816,20901.4758675708,6501.794974072597
Contra Costa County,California,1044969.0,2588.3422436743795,59.7,70.8,48.7,1155025.0,90471.5482348867,17733.72870717084,5268.457392697128
Converse County,Wyoming,5411.0,2889.4199435150986,44.8,57.7,31.8,13809.0,39184.589760301256,19009.341733651967,5445.723803316678
Conway County,Arkansas,13562.0,3183.565023485316,62.5,74.1,50.8,21077.0,64345.0206386108,20387.1518717085,5527.352089955876
Cook County,Georgia,8541.0,2421.8132550525006,67.4,79.1,55.7,17714.0,48216.10025968161,16726.882691656316,6147.679801287118
Cook County,Illinois,4335968.0,3253.443238074869,52.7,61.9,43.5,5087072.0,85235.04286945418,16571.83149756874,5221.294292669732
Cook County,Minnesota,4958.0,2500.443341017911,38.5,48.2,28.9,5639.0,87923.39067210499,32275.226103919136,3333.9244546905475
Cooke County,Texas,19152.0,2962.404641176739,66.2,77.3,55.1,43782.0,43744.00438536385,19485.176556575763,6118.952994381253
Cooper County,Missouri,9404.0,3021.183690328672,57.4,68.7,46.1,16947.0,55490.64731220865,20003.5404496371,5995.161385495959
Coos County,New Hampshire,24158.0,5160.6528114242,42.9,52.3,33.5,31372.0,77004.97258702027,26211.27119724595,3885.630498533724
Coos County,Oregon,42599.0,5254.469569550863,52.7,61.8,43.6,64212.0,66341.1823335202,28907.36933906435,4097.36497850869
Coosa County,Alabama,5354.0,3087.261394624075,64.3,76.3,52.3,10268.0,52142.57888585898,26694.58511881574,4333.852746396572
Copiah County,Mississippi,17899.0,3115.962984384037,68.3,79.8,56.8,27664.0,64701.41700404858,19917.582417582416,5957.2006940428
Corson County,South Dakota,3108.0,1242.7287149656268,44.8,56.6,33.1,3782.0,82178.74140666313,13828.662083553674,9730.301427815972
Cortland County,New York,31005.0,3374.715859415982,47.2,56.5,38.0,45752.0,67767.52928833713,17889.928309144958,4631.491519496415
Coryell County,Texas,44818.0,1781.380334126629,69.1,80.4,57.9,84878.0,52802.846438417495,11735.667664176819,6307.877188435165
Coshocton County,Ohio,15767.0,3094.740839187393,52.9,63.5,42.3,36869.0,42764.92446228539,20548.428218828827,6021.318723046462
Costilla County,Colorado,2571.0,2563.3958103638365,41.9,56.8,27.1,3628.0,70865.49062844543,28445.424476295477,5181.918412348401
Cottle County,Texas,503.0,1700.1545595054097,64.8,78.4,51.1,1294.0,38871.71561051005,26275.115919629054,4018.54714064915
Cotton County,Oklahoma,3459.0,3298.323198820712,65.0,78.1,51.9,5427.0,63736.87119955777,20398.009950248754,5325.225723235673
Cottonwood County,Minnesota,6944.0,4081.632653061224,47.2,57.5,37.0,11319.0,61348.17563388992,23164.590511529288,6387.490060959449
Covington County,Alabama,17655.0,5396.290050590219,67.8,80.1,55.5,37952.0,46519.287521079255,22528.45699831366,5730.923271500843
Covington County,Mississippi,11685.0,4103.217232404895,68.2,80.2,56.2,18059.0,64704.57943407719,17608.948446757848,6633.811395979844
Coweta County,Georgia,77826.0,3046.981243424935,63.9,75.5,52.2,155892.0,49923.023631745054,15690.34972929977,5505.734739434994
Cowley County,Kansas,19873.0,3955.265392159733,59.5,72.1,46.9,34157.0,58181.339110577625,19126.38697777908,5966.566150423047
Cowlitz County,Washington,74374.0,4159.873830450808,50.8,60.0,41.6,112864.0,65897.00878933938,20185.35582648143,5554.472639637085
Craig County,Oklahoma,9840.0,3732.578998206154,60.4,72.1,48.8,14494.0,67890.16144611564,19187.2498965089,5478.1288809162415
Craig County,Virginia,1970.0,2704.934957670865,54.6,65.2,43.9,4843.0,40677.26615734049,26120.173446211025,4294.85855874458
Craighead County,Arkansas,64591.0,7152.193555744651,62.3,72.3,52.3,113993.0,56662.25119086261,14400.007017974789,6641.635889923065
Crane County,Texas,2336.0,3366.8561434193266,69.0,82.8,55.2,4574.0,51071.27240926978,12855.26891123743,6864.888500218627
Craven County,North Carolina,90102.0,4646.892793311912,63.0,73.7,52.3,102391.0,87997.96857145647,21633.737340195916,5881.3762928382375
Crawford County,Arkansas,35377.0,2695.060671179978,62.3,73.7,51.0,61891.0,57160.16868365352,18088.25192677449,6059.039278731964
Crawford County,Georgia,6276.0,2736.82495723711,65.5,77.7,53.2,12277.0,51119.9804512503,20591.34967826016,4561.374928728517
Crawford County,Illinois,10819.0,3273.224043715847,56.7,67.2,46.1,18300.0,59120.21857923497,20415.30054644809,4655.737704918033
Crawford County,Indiana,4558.0,2720.827744778693,56.2,67.8,44.7,10438.0,43667.36922782142,21996.551063422114,5135.083349300632
Crawford County,Iowa,10153.0,3134.952850808718,50.9,62.2,39.5,16013.0,63404.733653906194,18947.1054768001,6819.459189408605
Crawford County,Kansas,21324.0,4548.034258590445,59.1,70.6,47.6,38764.0,55009.80290991642,16115.46795996285,5739.861727375916
Crawford County,Michigan,7482.0,6315.556212143596,46.2,56.2,36.2,13538.0,55266.65681784606,27485.59609986704,4291.6235780765255
Crawford County,Missouri,9469.0,4907.786434262071,57.0,69.6,44.4,22719.0,41678.77107267045,21404.991416875742,5387.561072230292
Crawford County,Ohio,20214.0,4714.777625273905,52.7,62.7,42.6,41529.0,48674.420284620384,21686.050711550964,5605.721303185725
Crawford County,Pennsylvania,51041.0,4271.899123181424,49.9,59.8,40.1,82001.0,62244.3628736235,23287.52088389166,5238.960500481701
Crawford County,Wisconsin,10342.0,3606.372303060713,49.1,59.1,39.1,15944.0,64864.52584044154,25928.24887104867,4973.657802308078
Creek County,Oklahoma,38101.0,2850.0518191239844,61.4,73.4,49.5,73332.0,51956.85376097747,18792.614411171115,5554.19189439808
Crenshaw County,Alabama,5956.0,4816.426227005572,66.7,79.0,54.5,13101.0,45462.17845965957,20097.70246546065,5793.450881612091
Crisp County,Georgia,11813.0,6087.310885843818,67.3,79.0,55.7,19631.0,60175.23304976823,20238.398451428864,5847.893637613978
Crittenden County,Arkansas,28472.0,2874.477608774051,63.9,74.3,53.6,47139.0,60400.09334097032,15492.479687732028,6930.567046394704
Crittenden County,Kentucky,4153.0,3443.280588366392,59.2,69.8,48.7,8974.0,46278.1368397593,21941.16336082015,5426.788500111434
Crockett County,Tennessee,8003.0,4012.3015305392646,61.7,72.7,50.7,13982.0,57237.87727077671,19067.372335860393,5671.577742812187
Crockett County,Texas,1953.0,4338.698390482855,68.4,81.4,55.5,2858.0,68334.49965010498,19454.163750874737,6997.900629811056
Crook County,Oregon,14426.0,2997.922232116355,46.4,58.9,33.8,26952.0,53524.78480261205,25790.293855743545,4893.885425942416
Crook County,Wyoming,2884.0,3095.36354056902,45.4,58.5,32.3,7592.0,37987.355110642784,23076.923076923078,6454.162276080085
Crosby County,Texas,2795.0,4067.520846044336,63.1,76.6,49.6,4917.0,56843.60382346959,18832.621517185275,6101.281269066504
Cross County,Arkansas,10165.0,3751.5225334957368,63.0,73.1,52.9,16420.0,61906.2119366626,18769.79293544458,6047.503045066992
Crow Wing County,Minnesota,40840.0,3619.114546732256,44.1,54.3,33.8,68304.0,59791.52026235652,24986.82361208714,4774.244553759663
Crowley County,Colorado,1452.0,2785.663591199432,52.5,68.6,36.5,5636.0,25762.952448545067,14620.298083747339,2430.801987224982
Culberson County,Texas,1338.0,5191.2568306010935,64.8,79.0,50.5,2196.0,60928.96174863388,19717.668488160292,6557.377049180328
Cullman County,Alabama,38911.0,4390.540775517302,63.0,73.5,52.5,92016.0,42287.21091984003,19411.841418883672,5709.876543209876
Culpeper County,Virginia,31699.0,3006.930675058665,57.7,69.6,45.7,54973.0,57662.85267313045,17243.01020500973,6252.160151347025
Cumberland County,Illinois,4666.0,3216.0608127862783,56.0,66.6,45.4,10261.0,45473.15076503265,21839.976610466816,5496.540298216549
Cumberland County,Kentucky,3327.0,5300.0,59.3,70.5,48.1,6000.0,55450.0,23116.666666666664,6200.0
Cumberland County,Maine,320854.0,4700.061244882829,48.0,57.0,38.9,310230.0,103424.5559745995,20998.93627308771,4626.567385488186
Cumberland County,New Jersey,105575.0,3916.599923847538,57.2,67.0,47.3,152326.0,69308.58815960506,16208.657747200084,6101.387812980056
Cumberland County,North Carolina,296108.0,3423.303441948563,63.3,74.5,52.2,337890.0,87634.43724288969,13274.73438101157,7326.052857438811
Cumberland County,Pennsylvania,240169.0,3812.542014789206,54.8,65.5,44.1,270738.0,88709.01018697042,19396.9815836713,5127.835767420901
Cumberland County,Tennessee,32860.0,5362.878319950587,56.5,67.1,46.0,64760.0,50741.19827053737,32489.190858554663,4212.476837554046
Cumberland County,Virginia,4275.0,2146.183437942904,59.2,70.7,47.8,9878.0,43277.991496254304,23557.40028345819,4930.147803199028
Currituck County,North Carolina,24376.0,2136.5492355901624,62.4,71.1,53.7,31593.0,77156.33209888266,18111.60700155098,5339.790459912006
Curry County,New Mexico,33985.0,3165.897251281183,59.1,73.7,44.5,47222.0,71968.57396975985,13699.123289991952,7718.859853458133
Curry County,Oregon,15424.0,5554.601648351648,52.7,61.9,43.5,23296.0,66208.79120879121,37603.02197802198,3399.7252747252746
Custer County,Colorado,2859.0,2222.6237802674377,41.8,55.3,28.4,5534.0,51662.45030719191,33791.10950487893,4354.897000361402
Custer County,Idaho,2325.0,2785.76166261331,38.2,50.3,26.1,4523.0,51403.93544107893,31815.16692460756,3537.4751271280124
Custer County,Montana,5769.0,3554.4430538172714,46.9,59.5,34.3,11985.0,48135.1689612015,21026.282853566958,4630.788485607009
Custer County,Oklahoma,17147.0,3594.424396801811,61.2,74.6,47.8,28266.0,60662.98733460694,14894.219203283095,6315.007429420505
Custer County,South Dakota,5850.0,2336.2948338269166,46.6,59.0,34.2,9117.0,64165.84402764068,34671.49281561917,3762.2024788855983
Cuyahoga County,Ohio,910316.0,5146.185835885192,53.0,61.4,44.6,1233088.0,73824.09041366066,20061.828515077592,5281.942570197747
Dade County,Georgia,9566.0,3167.336838849366,60.6,70.6,50.6,16165.0,59177.23476647076,21589.85462418806,4515.929477265698
Dade County,Missouri,3794.0,3952.825298081908,59.3,70.9,47.6,7716.0,49170.55469155003,24442.716433385172,4561.949196474858
Dakota County,Minnesota,337192.0,1901.0370105489003,48.0,57.4,38.5,447440.0,75360.27176828179,16467.459324155196,5881.68246021813
Dakota County,Nebraska,15586.0,1810.2313334587168,50.2,61.7,38.8,21268.0,73283.80665788979,14110.400601843145,8012.036862892609
Dale County,Alabama,29318.0,3226.3239157025127,67.6,78.9,56.4,49871.0,58787.6721942612,18559.8845020152,6857.69284754667
Dallam County,Texas,4466.0,1381.788033715628,56.3,71.1,41.5,7237.0,61710.65358573995,10999.0327483764,11316.843996130992
Dallas County,Alabama,22702.0,4913.590488040923,67.0,78.6,55.4,36165.0,62773.39969583852,21114.337066224252,5900.7327526614135
Dallas County,Arkansas,4734.0,4979.789814066289,64.0,75.3,52.6,6185.0,76540.01616814875,25820.533548908646,4607.922392886015
Dallas County,Iowa,70556.0,1438.4474129550283,51.8,63.0,40.7,111092.0,63511.323947719015,13099.053037122385,6643.142620530732
Dallas County,Missouri,7059.0,3793.3363349842416,58.0,69.6,46.3,17768.0,39728.72579918955,20874.606033318323,6387.888338586223
Dallas County,Texas,1930207.0,2707.341048313393,68.4,79.0,57.9,2606358.0,74057.6313768101,12186.96740816112,6716.460286729604
Dane County,Wisconsin,525490.0,3005.490599585989,49.7,59.6,39.8,575347.0,91334.4468642402,15570.429671137592,4902.258984578003
Daniels County,Montana,770.0,3980.4041641151257,41.7,53.6,29.7,1633.0,47152.480097979176,27495.407225964478,4776.48499693815
Dare County,North Carolina,40999.0,2815.533980582524,63.2,71.3,55.1,38110.0,107580.68748360012,25505.11676725269,3985.8304906848593
Darke County,Ohio,22532.0,3856.8511134882815,53.4,63.6,43.1,51415.0,43823.78683263639,20927.74482155013,5891.276864728192
Darlington County,South Carolina,39062.0,3864.39374519354,64.4,75.9,52.8,62416.0,62583.31197128941,20092.60446039477,5876.698282491669
Dauphin County,Pennsylvania,229128.0,4631.544009348832,54.3,64.3,44.3,289234.0,79218.9023420483,18537.931225236316,5692.276841588471
Davidson County,North Carolina,113420.0,3426.695041303403,60.2,71.5,48.8,174804.0,64884.098762042064,19386.284066726163,5295.073339282854
Davidson County,Tennessee,540134.0,5109.2605435090845,61.2,72.4,50.0,712334.0,75825.94681708301,13339.248161676967,6409.914450243847
Davie County,North Carolina,35649.0,2650.2836386466065,59.6,71.1,48.1,44599.0,79932.28547725285,22619.341240834998,4970.963474517366
Daviess County,Indiana,12511.0,3321.844544806276,56.8,68.3,45.3,33656.0,37173.16377466128,16365.58117423342,7847.040646541478
Daviess County,Kentucky,63293.0,5169.24742407547,58.4,69.2,47.5,103458.0,61177.48264996423,18243.15181039649,6221.848479576253
Daviess County,Missouri,3248.0,2409.074961992749,54.7,65.7,43.7,8551.0,37983.86153666238,22266.40159045726,6852.99964916384
Davis County,Iowa,3637.0,2661.140800523503,53.0,64.0,42.1,9169.0,39666.26676845893,18791.58032500818,8168.829752426655
Davis County,Utah,271672.0,1867.3283191365647,49.4,59.5,39.4,373207.0,72793.91865640249,11382.691107079985,6705.662005267854
Davison County,South Dakota,17118.0,3925.308703945387,47.5,59.9,35.2,19922.0,85925.10792089147,21182.612187531373,5908.041361309106
Dawson County,Georgia,11969.0,1723.8119248707928,60.1,71.3,48.9,31732.0,37719.02180763897,20172.06605319551,5518.088995335939
Dawson County,Montana,3656.0,4438.138479001135,44.8,56.9,32.7,8810.0,41498.29738933031,21452.89443813848,5119.182746878547
Dawson County,Nebraska,12375.0,2976.9566119991696,50.9,63.8,38.0,24085.0,51380.527299148845,16823.74922150716,7681.12933361013
Dawson County,Texas,5041.0,3307.230923025658,64.2,77.8,50.5,12004.0,41994.3352215928,14095.301566144619,7297.567477507498
Day County,South Dakota,4564.0,4769.767015226565,43.4,53.7,33.1,5451.0,83727.75637497706,27444.505595303614,5063.291139240506
De Baca County,New Mexico,1066.0,3560.6517803258903,60.6,76.8,44.4,1657.0,64333.13216656609,28545.564272782136,4526.252263126132
De Soto Parish,Louisiana,13699.0,2349.3398244449363,68.0,79.4,56.6,27114.0,50523.71468614,19296.304492144278,6066.97646972044
De Witt County,Illinois,9067.0,3494.9560689879595,54.4,65.0,43.8,15365.0,59010.73869183208,20937.194923527495,5538.561666124308
DeKalb County,Alabama,30901.0,3712.328955890256,60.8,71.1,50.4,72569.0,42581.54308313467,18095.88116137745,5827.557221403078
DeKalb County,Georgia,517212.0,2580.49887810095,63.6,74.7,52.4,762992.0,67787.34246230629,14253.622580577516,6314.482982783567
DeKalb County,Illinois,65414.0,2922.5829610721125,51.0,60.8,41.1,100288.0,65226.1486917677,14298.819400127633,5296.745373324825
DeKalb County,Indiana,20871.0,3140.413593375266,51.5,61.3,41.6,44198.0,47221.59373727318,17697.633377075887,6330.603194714693
DeKalb County,Missouri,4101.0,2909.3847863420547,54.8,66.0,43.6,9899.0,41428.42711384989,21325.386402666936,5374.280230326295
DeKalb County,Tennessee,9995.0,3462.8975265017666,59.5,71.5,47.5,21225.0,47090.6949352179,19005.889281507658,5931.68433451119
DeSoto County,Florida,23061.0,3260.2351371633454,74.8,85.8,63.8,35979.0,64095.72250479446,23622.112899191194,5214.15270018622
DeSoto County,Mississippi,126373.0,3494.4915056896098,64.0,74.5,53.4,193247.0,65394.546875242566,13869.814279134993,5519.361231998427
DeWitt County,Texas,10345.0,3442.2198805760454,72.9,84.4,61.5,19929.0,51909.2779366752,20417.482061317678,5604.897385719303
